date,open,high,low,close,volume,oi,expiry
2025-05-30,2490.2,2564.4,2459.4,2473.3,388125.0,179325.0,2025-06-26
2025-06-02,2436.0,2482.0,2416.6,2428.8,158850.0,244125.0,2025-06-26
2025-06-03,2438.0,2441.3,2354.3,2363.3,236700.0,326925.0,2025-06-26
2025-06-04,2390.0,2390.0,2341.0,2359.0,167175.0,361800.0,2025-06-26
2025-06-05,2367.2,2386.0,2360.2,2370.5,75825.0,369675.0,2025-06-26
2025-06-06,2364.1,2386.9,2353.8,2364.3,130725.0,421875.0,2025-06-26
2025-06-09,2365.4,2390.0,2362.9,2366.6,157725.0,454275.0,2025-06-26
2025-06-10,2372.7,2396.0,2363.5,2388.0,111375.0,479250.0,2025-06-26
2025-06-11,2395.8,2449.0,2381.0,2389.1,288000.0,517275.0,2025-06-26
2025-06-12,2400.0,2447.5,2387.0,2398.8,304425.0,556650.0,2025-06-26
2025-06-13,2350.6,2386.8,2350.5,2382.6,125100.0,553950.0,2025-06-26
2025-06-16,2358.5,2387.4,2338.4,2372.5,81900.0,551025.0,2025-06-26
2025-06-17,2368.2,2380.0,2336.3,2352.3,93825.0,549900.0,2025-06-26
2025-06-18,2349.9,2379.7,2337.2,2356.7,139275.0,554175.0,2025-06-26
2025-06-19,2348.6,2350.5,2297.1,2322.1,186750.0,554400.0,2025-06-26
2025-06-20,2316.1,2326.2,2287.9,2293.3,397350.0,618750.0,2025-06-26
2025-06-23,2283.3,2308.1,2274.9,2302.6,163350.0,567450.0,2025-06-26
2025-06-24,2302.6,2312.8,2293.6,2307.7,507825.0,581625.0,2025-07-31
2025-06-25,2320.8,2336.3,2282.2,2300.8,352125.0,714375.0,2025-07-31
2025-06-26,2302.6,2325.1,2292.0,2301.9,369675.0,818550.0,2025-07-31
2025-06-27,2305.6,2356.3,2302.5,2331.1,276075.0,857025.0,2025-07-31
2025-06-30,2339.7,2339.7,2306.6,2317.6,130950.0,874575.0,2025-07-31
2025-07-01,2326.7,2346.5,2253.9,2284.2,498600.0,990675.0,2025-07-31
2025-07-02,2277.6,2411.6,2277.6,2382.2,950850.0,1023525.0,2025-07-31
2025-07-03,2382.6,2382.6,2347.1,2352.5,243900.0,1003275.0,2025-07-31
2025-07-04,2371.9,2452.6,2368.7,2430.5,583425.0,994050.0,2025-07-31
2025-07-07,2452.3,2456.3,2402.6,2405.6,242550.0,1009350.0,2025-07-31
2025-07-08,2424.3,2431.6,2395.3,2419.1,214200.0,1044900.0,2025-07-31
2025-07-09,2419.1,2533.6,2416.5,2512.6,1260900.0,1067175.0,2025-07-31
2025-07-10,2525.6,2530.6,2483.8,2526.3,420750.0,977175.0,2025-07-31
2025-07-11,2530.0,2668.5,2530.0,2563.6,1455975.0,1230750.0,2025-07-31
2025-07-14,2554.5,2687.6,2529.9,2678.6,1058625.0,1424925.0,2025-07-31
2025-07-15,2678.6,2694.2,2610.1,2637.0,475650.0,1373850.0,2025-07-31
2025-07-16,2632.7,2633.2,2589.7,2616.9,350775.0,1360575.0,2025-07-31
2025-07-17,2623.1,2662.8,2617.7,2625.6,210375.0,1356975.0,2025-07-31
2025-07-18,2630.6,2654.5,2611.6,2638.5,180450.0,1333800.0,2025-07-31
2025-07-21,2631.0,2655.8,2608.7,2635.7,257625.0,1319175.0,2025-07-31
2025-07-22,2654.5,2674.6,2625.8,2654.5,213300.0,1274175.0,2025-07-31
2025-07-23,2651.9,2680.9,2555.8,2578.8,1272600.0,1419300.0,2025-07-31
2025-07-24,2592.6,2641.8,2540.6,2579.2,1016100.0,1455300.0,2025-07-31
2025-07-25,2578.6,2611.6,2552.8,2584.0,393075.0,1413225.0,2025-07-31
2025-07-28,2582.6,2589.9,2515.8,2528.6,884925.0,1088325.0,2025-07-31
2025-07-29,2528.6,2595.4,2522.1,2557.6,742725.0,998325.0,2025-08-28
2025-07-30,2557.4,2608.3,2540.6,2565.5,938700.0,1428975.0,2025-08-28
2025-07-31,2539.8,2589.5,2537.6,2560.0,1251225.0,1595025.0,2025-08-28
2025-08-01,2583.5,2651.1,2562.5,2570.6,1116675.0,1485450.0,2025-08-28
2025-08-04,2576.8,2640.4,2557.4,2634.0,525150.0,1527300.0,2025-08-28
2025-08-05,2637.8,2664.9,2579.8,2615.9,395775.0,1499400.0,2025-08-28
2025-08-06,2593.3,2603.1,2544.4,2549.8,259875.0,1537650.0,2025-08-28
2025-08-07,2546.9,2571.3,2505.8,2541.6,321075.0,1554525.0,2025-08-28
2025-08-08,2519.9,2532.4,2451.4,2466.6,201150.0,1550250.0,2025-08-28
2025-08-11,2448.9,2472.6,2428.5,2437.6,344475.0,1560600.0,2025-08-28
2025-08-12,2426.5,2467.1,2409.9,2429.6,324900.0,1592550.0,2025-08-28
2025-08-13,2444.1,2486.3,2430.8,2468.7000000000003,414675.0,1655325.0,2025-08-28
2025-08-14,2472.4,2562.0,2466.5,2471.2000000000003,848250.0,1772325.0,2025-08-28
2025-08-18,2471.2000000000003,2486.9,2458.3,2469.5,271575.0,1787625.0,2025-08-28
2025-08-19,2483.3,2530.9,2474.8,2491.8,299925.0,1731600.0,2025-08-28
2025-08-20,2473.0,2509.9,2473.0,2505.3,159975.0,1744650.0,2025-08-28
2025-08-21,2508.3,2627.2000000000003,2486.4,2599.6,942075.0,1763100.0,2025-08-28
2025-08-22,2594.0,2647.1,2584.4,2600.8,1105875.0,1530000.0,2025-08-28
2025-08-25,2600.8,2604.2000000000003,2530.4000000000005,2538.5000000000005,843300.0,1327500.0,2025-09-30
2025-08-26,2557.7000000000003,2557.7000000000003,2475.5000000000005,2487.1000000000004,751050.0,1743525.0,2025-09-30
2025-08-28,2498.1000000000004,2508.5000000000005,2451.5000000000005,2457.3,426825.0,1808550.0,2025-09-30
2025-08-29,2451.3,2493.1000000000004,2441.7000000000003,2453.4000000000005,171225.0,1787400.0,2025-09-30
2025-09-01,2465.7000000000003,2502.0000000000005,2450.6000000000004,2498.7000000000003,232425.0,1753425.0,2025-09-30
2025-09-02,2513.7000000000003,2534.1000000000004,2498.5000000000005,2520.0000000000005,263025.0,1713600.0,2025-09-30
2025-09-03,2520.0000000000005,2564.8,2513.7000000000003,2543.5000000000005,286875.0,1684350.0,2025-09-30
2025-09-04,2559.2000000000003,2576.2000000000003,2536.5000000000005,2544.1000000000004,240975.0,1699875.0,2025-09-30
2025-09-05,2552.0000000000005,2566.6000000000004,2520.6000000000004,2528.8,128250.0,1609650.0,2025-09-30
2025-09-08,2522.6000000000004,2570.5000000000005,2491.4000000000005,2554.0000000000005,285975.0,1578375.0,2025-09-30
2025-09-09,2563.5000000000005,2577.2000000000003,2528.1000000000004,2570.4000000000005,256725.0,1575675.0,2025-09-30
2025-09-10,2570.4000000000005,2596.9000000000005,2540.6000000000004,2582.5000000000005,247725.0,1571400.0,2025-09-30
2025-09-11,2575.2000000000003,2592.1000000000004,2555.5000000000005,2577.9000000000005,123075.0,1536975.0,2025-09-30
2025-09-12,2579.2000000000003,2598.0000000000005,2541.0000000000005,2559.7000000000003,192825.0,1563300.0,2025-09-30
2025-09-15,2592.8,2592.8,2541.4000000000005,2562.1000000000004,127800.0,1552725.0,2025-09-30
2025-09-16,2566.1000000000004,2567.0000000000005,2543.1000000000004,2550.0000000000005,126000.0,1559025.0,2025-09-30
2025-09-17,2548.4000000000005,2564.0000000000005,2532.8,2546.4000000000005,131175.0,1561950.0,2025-09-30
2025-09-18,2554.7000000000003,2640.6000000000004,2541.1000000000004,2618.3,784800.0,1777050.0,2025-09-30
2025-09-19,2621.7000000000003,2642.2000000000003,2600.9000000000005,2635.3,501300.0,1796625.0,2025-09-30
2025-09-22,2638.3,2639.4000000000005,2558.2000000000003,2567.2000000000003,569025.0,1796850.0,2025-09-30
2025-09-23,2576.0000000000005,2586.1000000000004,2522.5000000000005,2534.3,412650.0,1692900.0,2025-09-30
2025-09-24,2543.7000000000003,2543.7000000000003,2490.1000000000004,2498.1000000000004,344475.0,1589400.0,2025-09-30
2025-09-25,2484.1000000000004,2508.8,2480.2000000000003,2493.6000000000004,600525.0,1273275.0,2025-09-30
2025-09-26,2493.6000000000004,2499.5000000000005,2432.2000000000003,2467.9000000000005,643050.0,973575.0,2025-10-28
2025-09-29,2521.0000000000005,2521.0000000000005,2448.0000000000005,2456.3,754425.0,1422675.0,2025-10-28
2025-09-30,2426.4000000000005,2476.6000000000004,2421.4000000000005,2430.7000000000003,648450.0,1606275.0,2025-10-28
2025-10-01,2414.7000000000003,2447.6000000000004,2414.7000000000003,2434.6000000000004,275175.0,1633950.0,2025-10-28
2025-10-03,2425.0000000000005,2443.6000000000004,2394.3,2434.6000000000004,377550.0,1687275.0,2025-10-28
2025-10-06,2413.1000000000004,2457.5000000000005,2400.1000000000004,2447.5000000000005,328950.0,1683450.0,2025-10-28
