date,open,high,low,close,volume,oi,expiry
2025-12-31,875.0,882.9,834.45,844.45,1225900.0,591675.0,2026-01-27
2025-12-31,879.95,879.95,840.4,844.8,57500.0,38525.0,2026-02-24
2025-12-31,865.0,865.0,839.5,839.5,5175.0,4600.0,2026-03-30
2026-01-01,846.0,855.5,845.55,852.05,301875.0,642275.0,2026-01-27
2026-01-01,846.7,858.35,846.7,853.85,40250.0,71875.0,2026-02-24
2026-01-01,858.75,858.75,858.75,858.75,575.0,5175.0,2026-03-30
2026-01-02,852.2,858.1,848.55,850.5,549700.0,831450.0,2026-01-27
2026-01-02,855.0,861.0,852.95,854.85,34500.0,81650.0,2026-02-24
2026-01-02,860.0,861.65,857.6,857.85,5750.0,10925.0,2026-03-30
2026-01-05,848.35,852.0,766.35,789.65,3592025.0,2086100.0,2026-01-27
2026-01-05,851.0,852.35,769.4,786.75,644000.0,250125.0,2026-02-24
2026-01-05,817.2,817.2,772.1,787.3,94875.0,66700.0,2026-03-30
2026-01-06,795.0,795.0,744.15,763.75,2599575.0,2952050.0,2026-01-27
2026-01-06,783.7,783.7,740.35,762.75,312225.0,364550.0,2026-02-24
2026-01-06,760.0,772.75,751.0,764.8,44850.0,92575.0,2026-03-30
2026-01-07,766.15,768.9,748.15,755.55,1430600.0,3299350.0,2026-01-27
2026-01-07,765.0,765.0,749.15,753.8,181125.0,419175.0,2026-02-24
2026-01-07,765.0,765.95,751.05,753.9,20125.0,96025.0,2026-03-30
2026-01-08,757.5,769.75,723.65,726.5,2301725.0,3979575.0,2026-01-27
2026-01-08,758.4,767.4,720.55,723.75,388700.0,574425.0,2026-02-24
2026-01-08,765.0,766.35,722.0,724.0,55775.0,118450.0,2026-03-30
2026-01-09,725.2,733.65,710.0,719.95,1773300.0,4066400.0,2026-01-27
2026-01-09,721.45,730.95,708.1,718.25,403075.0,728525.0,2026-02-24
2026-01-09,719.3,732.0,710.1,720.1,16100.0,124775.0,2026-03-30
2026-01-12,727.7,753.8,717.25,749.15,3997400.0,4886925.0,2026-01-27
2026-01-12,731.75,751.5,717.0,748.25,377775.0,788900.0,2026-02-24
2026-01-12,740.0,749.95,716.9,747.85,28175.0,113275.0,2026-03-30
2026-01-13,754.05,761.0,736.05,750.65,2379925.0,5027225.0,2026-01-27
2026-01-13,754.05,759.0,735.0,749.3,189750.0,812475.0,2026-02-24
2026-01-13,756.8,763.95,736.55,748.9,19550.0,123050.0,2026-03-30
2026-01-14,754.35,760.05,722.55,727.7,1249475.0,5103125.0,2026-01-27
2026-01-14,753.5,758.3,721.3,725.5,244375.0,894700.0,2026-02-24
2026-01-14,755.0,757.0,723.55,727.55,22425.0,131100.0,2026-03-30
2026-01-16,732.8,757.0,728.5,742.3,1265575.0,5004225.0,2026-01-27
2026-01-16,731.8,754.9,728.05,740.35,200100.0,935525.0,2026-02-24
2026-01-16,733.4,752.05,733.4,741.35,27025.0,125350.0,2026-03-30
2026-01-19,741.25,754.45,731.75,740.9,1165525.0,5042175.0,2026-01-27
2026-01-19,734.35,752.5,730.15,740.0,248975.0,1044775.0,2026-02-24
2026-01-19,748.0,751.0,731.25,742.4,8050.0,127075.0,2026-03-30
