YEAR,CAGR,Sharpe,Max_Drawdown
2022,0.11201634686920015,0.03129963365816694,-0.26872408560315153
2023,1.0341154536380182,0.1860054450983908,-0.1166099587592665
2024,1.2029167623862431,0.15298475553472066,-0.10955021938505605
2025,15.158641537337644,0.4339141517309413,-0.12295078327732056
