YEAR,CAGR,Volatility,Sharpe,Max_Drawdown,Win_Rate
2022,62.79783810210432,0.3831575099072239,11.123122810590582,-0.08848852929554862,0.75
2023,828.5754979202023,0.33564857148316773,20.45585989891173,-0.034933917674259685,0.8857142857142857
2024,113.47779623053762,0.40068007768109937,12.137549106409047,-0.053110125920488915,0.7804878048780488
2025,265.58909338390544,0.42624856482445067,13.458339444247855,-0.060542517929966566,0.8078602620087336
