DATE,portfolio_return,equity
2020-01-15,-0.011583637616789799,0.9884163623832102
2020-01-16,0.006137857655173464,0.9944831213195626
2020-01-17,-0.005294231576563583,0.989218097376313
2020-01-20,0.0038882191615274616,0.9930643941374614
2020-01-21,0.011857845266528631,1.0048399980628424
2020-01-22,-0.006359672945110874,0.9984495443129969
2020-01-23,0.0073875925051507165,1.0058256826833347
2020-01-24,-0.007342844660559658,0.9984400609397897
2020-01-27,-0.005511972430456424,0.9929366868504264
2020-01-28,-0.00878473684135924,0.9842139993563142
2020-01-29,0.00389992923437695,0.9880523643052869
2020-01-30,-0.00671741431419561,0.9814152072101278
2020-01-31,-0.002386557949062977,0.9790730029460292
2020-02-03,0.00328485868549196,0.9822891194034871
2020-02-04,0.0029195780079376956,0.9851569891139339
2020-02-05,0.008874572288016202,0.9938998360288699
2020-02-06,-0.00834294677495393,0.9856077825972456
2020-02-07,-0.006654990738903992,0.9790485719318692
2020-02-10,-0.004502222291685748,0.9746406776266745
2020-02-11,0.005661420787474959,0.9801585286193089
2020-02-12,-0.005860970368082943,0.9744138485270473
2020-02-13,-0.008424646976782739,0.9662047558439187
2020-02-14,-0.008392596764588249,0.9580957889360933
2020-02-17,-0.003120591753921178,0.9551059631176727
2020-02-18,-0.004726911499101708,0.9505912617577511
2020-02-19,-0.004273346004400264,0.9465290563875008
2020-02-20,-0.004156705971749483,0.9425946134063805
2020-02-24,-0.0053323256563948575,0.937568391965734
2020-02-25,-0.008534476492658701,0.9295667365642427
2020-02-26,-0.0068413876805758994,0.923207210144439
2020-02-27,-0.007806888338415233,0.9159998345416215
2020-02-28,-0.002720050540509897,0.9135082686965695
2020-03-02,-0.0033193604258263216,0.910476005500793
2020-03-03,0.006743800435491436,0.9166160739831937
2020-03-04,-0.0007896920557538879,0.9158922295513928
2020-03-05,-0.011490196790537529,0.9053684475949232
2020-03-06,-0.003500007960185879,0.9021996508214398
2020-03-09,0.003198907272455761,0.9050857038456597
2020-03-11,-0.01853867573486262,0.888306613469805
2020-03-12,0.005542091029400102,0.8932296895836729
2020-03-13,-0.0033078270838136714,0.8902750402244015
2020-03-16,-0.0014449495465938748,0.8889886377086854
2020-03-17,-0.003146537660836876,0.886191401480079
2020-03-18,-0.0047313812685954755,0.8819984920827257
2020-03-19,0.003798771987873207,0.885349003247796
2020-03-20,-0.00417273542868612,0.881654676095192
2020-03-23,0.0034285561131091567,0.8846774786245694
2020-03-24,0.0036269314024837953,0.887886143152863
2020-03-25,0.0026273561469666966,0.8902189362688823
2020-03-26,0.012282247381405431,0.9011528254677483
2020-03-27,-0.0019230954994353827,0.8994198225247878
2020-03-30,0.011082966278224226,0.9093880620877963
2020-03-31,-0.006822883420424295,0.9031834133562457
2020-04-01,0.007151712715605831,0.9096427216580698
2020-04-03,0.01140740288667535,0.9200193826669553
2020-04-07,0.00988022529216356,0.929109381440862
2020-04-08,0.007944405304086175,0.936490602938857
2020-04-09,0.007842242623500459,0.9438347894617318
2020-04-13,0.004295008452847968,0.9478885678605619
