DATE,portfolio_return,equity
2023-01-02,0.003215440824395599,1.0032154408243956
2023-01-03,-0.01783886060006059,0.9853192204237009
2023-01-04,0.013235121357146195,0.9983600398815373
2023-01-05,-0.02135053703020089,0.9770445168805738
2023-01-06,0.02470395767299905,1.0011813832702272
2023-01-09,-0.008071983814860384,0.9930998633487303
2023-01-10,0.03807763451988902,1.030914756987075
2023-01-11,0.007199645945539596,1.0383369782374139
2023-01-12,0.01043029096568573,1.049167135040861
2023-01-13,-0.004687282245761449,1.0442493925559475
2023-01-16,-0.004456666210956262,1.0395955215723318
2023-01-17,-0.002701361012053671,1.0367871987620507
2023-01-18,-0.008471500605975924,1.02800405537947
2023-01-19,-0.008526082519480815,1.0192392079729438
2023-01-20,0.014504810287597758,1.0340230793222727
2023-01-23,-0.007901081987830506,1.0258531781952385
2023-01-24,-0.011706732853827128,1.0138437890908572
2023-01-25,-0.02071880245595176,0.99283815990349
2023-01-27,0.009305146748035398,1.0020766646784414
2023-01-30,0.019402402770115224,1.021519359733066
2023-01-31,0.008699339568601642,1.0304059035192845
2023-02-01,-0.018011850366283173,1.0118463865685603
2023-02-02,0.0356928795203985,1.0479620977375026
2023-02-03,0.03790013074142785,1.087679998253815
2023-02-06,-0.0003838394033479714,1.0872625038122516
2023-02-07,0.01706736628351965,1.105819211211152
2023-02-08,-0.008630711729702081,1.096275204374022
2023-02-09,0.0072397005949095036,1.104211908623313
2023-02-10,-0.028896858052855096,1.072303653839553
2023-02-13,-0.0004541176827041138,1.0718167017891163
2023-02-14,0.01005670430109098,1.08259564542398
2023-02-15,-0.0030006315266266543,1.079347174799732
2023-02-16,0.0045560240518529495,1.0842647064884192
2023-02-17,0.012324197766607781,1.0976273991625354
2023-02-20,-0.005461189396188737,1.0916330480492626
2023-02-21,-0.0195909424768499,1.0702469277991011
2023-02-22,0.003871825021957406,1.0743907366338268
2023-02-23,-0.007228202443602544,1.066624822885906
2023-02-24,-0.027920365111904016,1.0368442683935117
2023-02-27,0.053187535822280606,1.091991460060818
2023-02-28,0.04623757308640733,1.1424824950051127
2023-03-01,0.0012260218348175034,1.1438832034898856
2023-03-02,0.006711326074901339,1.1515601766601091
2023-03-03,0.004271744502284033,1.156479347513806
2023-03-06,0.009186326258378185,1.1671031441111441
2023-03-08,0.004662682396384038,1.1725449753959556
2023-03-09,-0.013495174714816094,1.1567212760920074
2023-03-10,0.0004999972979128492,1.1572996336044918
2023-03-13,-0.007339812564436188,1.1488052712129442
2023-03-14,-0.0006499584751141679,1.1480585954906635
2023-03-15,-0.00977046156158842,1.1368415331129706
2023-03-16,-0.00510192719848841,1.1310414503748103
2023-03-17,-0.017380921186202204,1.111382908067518
2023-03-20,0.01765479884541845,1.1310041497496863
2023-03-21,-0.006045488171750405,1.124166677540174
2023-03-22,-0.012991410837802064,1.1095621663820825
2023-03-23,-0.0036291375770593605,1.105535412629982
2023-03-24,-0.011985234186249838,1.0922853118084193
2023-03-27,-0.028266129371156697,1.0614106338746283
2023-03-28,0.029344236605870357,1.0925569186510322
2023-03-29,0.017023438200895757,1.1111559938366493
2023-03-31,0.020461444901917945,1.133891850981974
2023-04-03,0.004229104173359266,1.1386871977411
2023-04-05,0.0388491191434698,1.1829241923532878
2023-04-06,0.0022332547734008833,1.1855659634524323
2023-04-10,0.0011729213143386679,1.1869565390405201
2023-04-11,-0.0017751365215764147,1.1848495291385452
2023-04-12,-0.002229063003884782,1.182208424887972
2023-04-13,0.008108275268267295,1.1917940962214284
2023-04-17,-0.00014850732347431171,1.1916171060700662
2023-04-18,-0.021334844609921366,1.166194140277537
2023-04-19,-0.007901767243786328,1.1569791456199965
2023-04-20,-0.010204281349463851,1.1451730049026279
2023-04-21,0.0005627305620160561,1.1458174287512826
2023-04-24,-0.014270564451619597,1.1294659672844984
2023-04-25,-0.004665982893255705,1.1241958984026346
2023-04-26,0.025833854059325128,1.15323821117606
2023-04-27,0.04108752077718365,1.2006219101387985
2023-04-28,0.008308232145026717,1.2105969556866372
2023-05-02,0.008950043739497482,1.221431851390935
2023-05-03,0.017644117329257258,1.2429829382865685
2023-05-04,-0.019727673563963426,1.218461776634475
2023-05-05,0.013484930009447291,1.2348926484115776
2023-05-08,-0.010503443284955737,1.2219220235159778
2023-05-09,-0.015404981335423406,1.2030983375503712
2023-05-10,-0.00929315821712231,1.191917754348759
2023-05-11,-0.00851092187785365,1.1817734354566698
2023-05-12,0.007515765597670665,1.1906553675871163
2023-05-15,0.006047782861601414,1.1978561927132834
2023-05-16,0.0024137047100988075,1.2007474638476563
2023-05-17,-0.007351750934936651,1.1919198675576914
2023-05-18,0.005925761059298517,1.198982899894669
2023-05-19,0.008466799860369379,1.2091344481440824
2023-05-22,-0.008475453239399147,1.1988864856686905
2023-05-23,0.01248509938171427,1.2138547025896582
2023-05-24,0.005772673985315957,1.2208618900532509
2023-05-25,0.0009027457948489331,1.2219640179905877
2023-05-26,-0.0021660378785650553,1.2193171976413766
2023-05-29,0.0019131607074542507,1.2216499473938274
2023-05-30,0.022770238155139393,1.2494672076381983
2023-05-31,0.004132952901812659,1.2546311967597263
2023-06-01,0.00925756246673386,1.2662460234364425
2023-06-02,0.009450377788381936,1.2782125267309532
2023-06-05,-0.007626705861706698,1.2684639757608274
2023-06-06,0.0006623685226139874,1.269304166370441
2023-06-07,0.012756558236748334,1.285496118888893
2023-06-08,0.0033620982162863994,1.2898180830972523
2023-06-09,0.0037610664445491436,1.294669174609162
2023-06-12,0.022674291533682344,1.3240248809139221
2023-06-13,0.03374211880070295,1.3687002857408064
2023-06-14,0.010874542182266822,1.3835842747329756
2023-06-15,-0.006510428836375618,1.3745765477731982
2023-06-16,0.012735660088066512,1.3920826874506655
2023-06-19,0.0016817586743879426,1.3944238345857511
2023-06-20,0.009047572490207179,1.4070399853112385
2023-06-21,0.006689903053810592,1.4164529464058058
2023-06-22,0.0039567978622910395,1.42205756439618
2023-06-23,0.015487906137356799,1.444082258475466
2023-06-26,0.00839625210537891,1.456207137178531
2023-06-27,0.017108756690299393,1.481121030779196
2023-06-28,0.008128684659989416,1.4931605965816788
2023-06-30,-0.007224552172279411,1.4823731799500826
2023-07-03,-0.015405965440830607,1.4595357899693573
2023-07-04,0.014557881571107201,1.4807835391485236
2023-07-05,0.006558483844719754,1.490495234067556
2023-07-06,0.017118547507214827,1.5160103475412188
2023-07-07,-0.02069801060373373,1.4846319492924405
2023-07-10,0.0011867000910667836,1.4863937621618666
2023-07-11,0.004065443283654435,1.4924366116991135
