DATE,portfolio_return,equity
2020-01-15,-0.011583637616789799,0.9884163623832102
2020-01-16,0.0056549447923156014,0.9940058023443086
2020-01-17,0.0009802652242660542,0.9949801916650655
2020-01-20,-0.003870045623938736,0.9911295729284063
2020-01-21,0.010425834548866291,1.0014629258722465
2020-01-22,-0.004134583465636726,0.9973222938174868
2020-01-23,-0.004636749792280264,0.9926979598787922
2020-01-24,-0.0057467985618707244,0.9869931246705886
2020-01-27,-0.0006172792366475075,0.9863838743080156
2020-01-28,-0.006950090427195589,0.9795284171856473
2020-01-29,0.006352684887682175,0.9857510525585579
2020-01-30,-0.00866278830894575,0.9772116998649226
2020-01-31,0.0003681726355422659,0.9775714824719446
2020-02-03,0.0030221603057587277,0.980525860202313
2020-02-04,0.0020817700586176872,0.9825670895797827
2020-02-05,-0.006948077510794844,0.9757401372818262
2020-02-06,-0.00834294677495393,0.9675995892502977
2020-02-07,-0.006595477380175113,0.9612178080463306
2020-02-10,-0.006433129677910368,0.9550341692384519
2020-02-11,-0.0030491394932009135,0.9521221368356705
2020-02-12,-0.003805972638417064,0.9484983860344427
2020-02-13,-0.005751249688490523,0.9430433349872284
2020-02-14,-0.010171751110913688,0.9334509328969323
2020-02-17,-0.003120591753921178,0.930538013613044
2020-02-18,-0.006009248815811727,0.924946179156672
2020-02-19,-0.0059622349998271285,0.9194314326743477
2020-02-20,-0.005741188224187697,0.9141528037601298
2020-02-24,0.0,0.9141528037601298
2020-02-25,0.0,0.9141528037601298
2020-02-26,0.0,0.9141528037601298
2020-02-27,0.0,0.9141528037601298
2020-02-28,0.0,0.9141528037601298
2020-03-02,0.0,0.9141528037601298
2020-03-03,0.0,0.9141528037601298
2020-03-04,0.0,0.9141528037601298
2020-03-05,0.0,0.9141528037601298
2020-03-06,0.0,0.9141528037601298
2020-03-09,0.0,0.9141528037601298
2020-03-11,0.0,0.9141528037601298
2020-03-12,0.0,0.9141528037601298
2020-03-13,0.0,0.9141528037601298
2020-03-16,0.0,0.9141528037601298
2020-03-17,0.0,0.9141528037601298
2020-03-18,0.0,0.9141528037601298
2020-03-19,0.0,0.9141528037601298
2020-03-20,0.0,0.9141528037601298
2020-03-23,0.0,0.9141528037601298
2020-03-24,0.0,0.9141528037601298
2020-03-25,0.0,0.9141528037601298
2020-03-26,0.0,0.9141528037601298
2020-03-27,0.0,0.9141528037601298
2020-03-30,0.0,0.9141528037601298
2020-03-31,0.0,0.9141528037601298
2020-04-01,0.0,0.9141528037601298
2020-04-03,0.0,0.9141528037601298
2020-04-07,0.0,0.9141528037601298
2020-04-08,0.0,0.9141528037601298
2020-04-09,0.0,0.9141528037601298
2020-04-13,0.0,0.9141528037601298
2020-04-15,0.0,0.9141528037601298
2020-04-16,0.0,0.9141528037601298
2020-04-17,0.0,0.9141528037601298
2020-04-20,0.0,0.9141528037601298
2020-04-21,0.0,0.9141528037601298
2020-04-22,0.0,0.9141528037601298
2020-04-23,0.0,0.9141528037601298
2020-04-24,0.0,0.9141528037601298
2020-04-27,0.0,0.9141528037601298
2020-04-28,0.0,0.9141528037601298
2020-04-29,0.0,0.9141528037601298
2020-04-30,0.0,0.9141528037601298
2020-05-04,0.0,0.9141528037601298
2020-05-05,0.0,0.9141528037601298
2020-05-06,0.0,0.9141528037601298
2020-05-07,0.0,0.9141528037601298
2020-05-08,0.0,0.9141528037601298
2020-05-11,0.0,0.9141528037601298
2020-05-12,0.0,0.9141528037601298
2020-05-13,0.0,0.9141528037601298
2020-05-14,0.0,0.9141528037601298
2020-05-15,0.0,0.9141528037601298
2020-05-18,0.0,0.9141528037601298
2020-05-19,0.0,0.9141528037601298
2020-05-20,0.0,0.9141528037601298
2020-05-21,0.0,0.9141528037601298
2020-05-22,0.0,0.9141528037601298
2020-05-26,0.0,0.9141528037601298
2020-05-27,0.0,0.9141528037601298
2020-05-28,0.0,0.9141528037601298
2020-05-29,0.0,0.9141528037601298
2020-06-01,0.0,0.9141528037601298
2020-06-02,0.014030504298308018,0.9269788286025965
2020-06-03,0.003513886527772221,0.9302361270199532
2020-06-04,0.00033420241028062504,0.9305470141757334
2020-06-05,0.00686205387252738,0.9369324779179269
2020-06-08,-0.005678433570833615,0.9316121690817134
2020-06-09,0.007206458224408564,0.9383257932595513
2020-06-10,-0.0072406878679529526,0.9315316690721096
2020-06-11,0.0,0.9315316690721096
2020-06-12,0.004013771614656745,0.935270624443585
2020-06-15,0.0,0.935270624443585
2020-06-16,0.0,0.935270624443585
2020-06-17,0.0,0.935270624443585
2020-06-18,0.02044771905173883,0.9543947754095519
2020-06-19,0.006840163360159619,0.960922991583436
2020-06-22,-0.0031154011483648584,0.9579293309919668
2020-06-23,-0.006209845057150655,0.9519807382708066
2020-06-24,0.0057261619237183245,0.9574319341264063
