symbol,date,open,high,low,close,volume,oi,expiry
INDIGO    ,2025-12-11,4690.5,4871.0,4675.0,4844.5,4591350.0,11689650.0,2025-12-30
INDIGO    ,2025-12-11,4800.0,4895.0,4713.5,4870.0,534450.0,804750.0,2026-01-27
INDIGO    ,2025-12-11,4739.0,4917.0,4739.0,4898.5,48750.0,183450.0,2026-02-24
INDUSINDBK,2025-12-11,835.0,846.9,831.0,839.35,4593400.0,44017400.0,2025-12-30
INDUSINDBK,2025-12-11,838.55,851.45,836.15,844.55,343000.0,3054100.0,2026-01-27
INDUSINDBK,2025-12-11,844.35,856.0,843.0,848.85,20300.0,343000.0,2026-02-24
INDUSTOWER,2025-12-11,404.65,412.7,403.05,411.4,9992600.0,84598800.0,2025-12-30
INDUSTOWER,2025-12-11,406.3,414.9,405.9,413.7,319600.0,1105000.0,2026-01-27
INDUSTOWER,2025-12-11,412.0,416.0,411.7,413.65,27200.0,139400.0,2026-02-24
INFY      ,2025-12-11,1598.7,1610.4,1586.8,1603.5,7459200.0,64200400.0,2025-12-30
INFY      ,2025-12-11,1615.0,1620.0,1596.2,1613.5,2306400.0,5167200.0,2026-01-27
INFY      ,2025-12-11,1626.0,1628.8,1607.0,1621.6,66400.0,321200.0,2026-02-24
INOXWIND  ,2025-12-11,121.0,124.22,119.79,122.21,18058168.0,81564416.0,2025-12-30
INOXWIND  ,2025-12-11,120.76,124.86,120.1,122.87,1376375.0,4797650.0,2026-01-27
INOXWIND  ,2025-12-11,122.47,125.53,120.8,123.66,214500.0,664950.0,2026-02-24
IOC       ,2025-12-11,163.0,163.0,159.34,160.72,8896875.0,84654375.0,2025-12-30
IOC       ,2025-12-11,163.38,163.38,160.5,161.72,1121250.0,3607500.0,2026-01-27
IOC       ,2025-12-11,163.35,163.35,161.5,162.46,273000.0,570375.0,2026-02-24
IRCTC     ,2025-12-11,671.0,675.5,666.9,673.0,882875.0,18083625.0,2025-12-30
IRCTC     ,2025-12-11,673.0,678.95,670.35,676.75,95375.0,1646750.0,2026-01-27
IRCTC     ,2025-12-11,671.0,678.5,671.0,677.65,22750.0,264250.0,2026-02-24
IREDA     ,2025-12-11,133.8,135.2,132.0,134.8,4747200.0,40575450.0,2025-12-30
IREDA     ,2025-12-11,131.66,134.85,131.66,134.58,1473150.0,9346050.0,2026-01-27
IREDA     ,2025-12-11,133.57,134.94,132.5,134.54,203550.0,976350.0,2026-02-24
IRFC      ,2025-12-11,113.85,114.2,112.03,113.88,4037500.0,40230500.0,2025-12-30
IRFC      ,2025-12-11,112.7,114.8,112.46,114.49,518500.0,4126750.0,2026-01-27
IRFC      ,2025-12-11,113.61,115.28,113.61,115.28,51000.0,641750.0,2026-02-24
ITC       ,2025-12-11,404.85,404.9,402.0,404.3,4323200.0,160073600.0,2025-12-30
ITC       ,2025-12-11,406.3,407.25,404.6,406.9,940800.0,9270400.0,2026-01-27
ITC       ,2025-12-11,403.45,404.6,402.35,404.25,148800.0,1782400.0,2026-02-24
JINDALSTEL,2025-12-11,1014.1,1017.8,1005.9,1015.9,1642500.0,12108750.0,2025-12-30
JINDALSTEL,2025-12-11,1020.3,1024.3,1013.6,1021.7,57500.0,175000.0,2026-01-27
JINDALSTEL,2025-12-11,1026.5,1027.0,1020.0,1020.0,1875.0,27500.0,2026-02-24
JIOFIN    ,2025-12-11,293.4,300.5,291.0,299.95,16356000.0,138490200.0,2025-12-30
JIOFIN    ,2025-12-11,294.0,302.25,292.85,301.7,3376950.0,13919050.0,2026-01-27
JIOFIN    ,2025-12-11,295.05,303.75,295.05,303.45,549900.0,2688400.0,2026-02-24
JSWENERGY ,2025-12-11,452.55,461.6,449.6,459.0,4742000.0,47903000.0,2025-12-30
JSWENERGY ,2025-12-11,453.75,462.95,452.1,461.2,181000.0,942000.0,2026-01-27
JSWENERGY ,2025-12-11,459.1,464.4,459.1,462.0,7000.0,177000.0,2026-02-24
JSWSTEEL  ,2025-12-11,1104.0,1113.6,1097.5,1108.4,3234600.0,47871000.0,2025-12-30
JSWSTEEL  ,2025-12-11,1109.4,1120.6,1105.1,1115.3,216000.0,1042200.0,2026-01-27
JSWSTEEL  ,2025-12-11,1113.9,1122.6,1113.9,1116.4,6075.0,167400.0,2026-02-24
JUBLFOOD  ,2025-12-11,589.15,600.45,583.0,599.35,2255000.0,17966250.0,2025-12-30
JUBLFOOD  ,2025-12-11,587.15,603.75,587.15,602.85,206250.0,658750.0,2026-01-27
JUBLFOOD  ,2025-12-11,591.9,605.6,591.6,605.3,57500.0,47500.0,2026-02-24
MIDCPNIFTY,2025-12-11,13624.7,13777.9,13566.2,13765.05,607180.0,2311400.0,2025-12-30
MIDCPNIFTY,2025-12-11,13660.0,13865.0,13655.0,13850.0,52920.0,94560.0,2026-01-27
MIDCPNIFTY,2025-12-11,13720.0,13929.35,13720.0,13922.0,5760.0,11640.0,2026-02-24
NIFTY     ,2025-12-11,25910.0,26038.9,25804.1,26009.5,5568525.0,16285800.0,2025-12-30
NIFTY     ,2025-12-11,26050.0,26196.0,25969.2,26170.0,348465.0,1376050.0,2026-01-27
NIFTY     ,2025-12-11,26298.7,26338.3,26115.0,26310.5,133705.0,474825.0,2026-02-24
NIFTYNXT50,2025-12-11,67700.0,68324.2,67530.0,68162.2,5750.0,26475.0,2025-12-30
NIFTYNXT50,2025-12-11,68268.4,68682.4,68131.8,68509.2,575.0,2575.0,2026-01-27
KALYANKJIL,2025-12-11,463.9,477.35,461.3,472.3,2458100.0,32727275.0,2025-12-30
KALYANKJIL,2025-12-11,464.35,480.0,464.35,475.25,244400.0,811925.0,2026-01-27
KALYANKJIL,2025-12-11,470.0,483.0,470.0,478.1,55225.0,135125.0,2026-02-24
KAYNES    ,2025-12-11,3918.0,4139.0,3848.0,4059.0,2446400.0,3345900.0,2025-12-30
KAYNES    ,2025-12-11,3917.0,4160.0,3875.0,4081.5,263200.0,339500.0,2026-01-27
KAYNES    ,2025-12-11,3960.0,4180.0,3900.0,4100.5,23000.0,81100.0,2026-02-24
KEI       ,2025-12-11,3958.0,4092.4,3951.0,4074.3,382025.0,1051225.0,2025-12-30
KEI       ,2025-12-11,3950.6,4087.3,3946.8,4069.9,52500.0,66500.0,2026-01-27
KEI       ,2025-12-11,3996.0,3996.0,3996.0,3996.0,175.0,2450.0,2026-02-24
KFINTECH  ,2025-12-11,1028.8,1089.7,1028.8,1079.1,1586250.0,3035700.0,2025-12-30
KFINTECH  ,2025-12-11,1031.3,1087.4,1027.9,1076.2,175500.0,219500.0,2026-01-27
KFINTECH  ,2025-12-11,1053.0,1080.0,1053.0,1080.0,9500.0,10500.0,2026-02-24
KOTAKBANK ,2025-12-11,2135.0,2211.0,2127.0,2186.6,7170800.0,37382400.0,2025-12-30
KOTAKBANK ,2025-12-11,2146.0,2223.9,2142.1,2198.9,626400.0,2798800.0,2026-01-27
KOTAKBANK ,2025-12-11,2170.0,2235.0,2170.0,2212.7,37200.0,97200.0,2026-02-24
KPITTECH  ,2025-12-11,1199.4,1242.1,1197.2,1237.7,562000.0,3274400.0,2025-12-30
KPITTECH  ,2025-12-11,1206.0,1244.0,1203.1,1240.1,51000.0,179775.0,2026-01-27
KPITTECH  ,2025-12-11,1229.0,1239.0,1229.0,1235.0,5950.0,27625.0,2026-02-24
LAURUSLABS,2025-12-11,1023.9,1036.9,1018.0,1023.8,2516000.0,14420250.0,2025-12-30
LAURUSLABS,2025-12-11,1029.0,1042.0,1024.9,1029.9,272000.0,889950.0,2026-01-27
LAURUSLABS,2025-12-11,1032.7,1047.0,1032.7,1035.8,101150.0,176800.0,2026-02-24
LICHSGFIN ,2025-12-11,532.65,536.45,531.05,534.6,1817000.0,32583000.0,2025-12-30
LICHSGFIN ,2025-12-11,535.5,539.75,535.35,537.95,304000.0,1957000.0,2026-01-27
LICHSGFIN ,2025-12-11,537.95,541.0,537.95,539.45,9000.0,178000.0,2026-02-24
LICI      ,2025-12-11,860.75,868.0,857.9,862.35,1601600.0,10358600.0,2025-12-30
LICI      ,2025-12-11,865.0,872.7,862.0,866.55,84000.0,915600.0,2026-01-27
LICI      ,2025-12-11,867.0,875.5,867.0,871.2,2800.0,154700.0,2026-02-24
LODHA     ,2025-12-11,1066.0,1089.0,1066.0,1084.4,603900.0,11964150.0,2025-12-30
LODHA     ,2025-12-11,1079.4,1095.0,1079.1,1091.3,46800.0,273600.0,2026-01-27
LODHA     ,2025-12-11,1089.9,1097.0,1089.9,1095.4,2700.0,45450.0,2026-02-24
LT        ,2025-12-11,3999.8,4024.5,3992.7,4016.3,937125.0,12722325.0,2025-12-30
LT        ,2025-12-11,4032.5,4049.9,4016.8,4041.0,419475.0,1165500.0,2026-01-27
LT        ,2025-12-11,4062.7,4066.4,4045.5,4064.5,4025.0,72625.0,2026-02-24
LTF       ,2025-12-11,304.75,306.3,300.45,302.45,10512472.0,38819400.0,2025-12-30
LTF       ,2025-12-11,305.6,307.65,302.1,303.75,652500.0,1667250.0,2026-01-27
LTF       ,2025-12-11,307.0,308.15,304.1,305.0,47250.0,162000.0,2026-02-24
LTIM      ,2025-12-11,6238.5,6335.0,6213.5,6324.0,347250.0,2088600.0,2025-12-30
LTIM      ,2025-12-11,6287.0,6362.5,6279.5,6349.0,26850.0,125700.0,2026-01-27
LTIM      ,2025-12-11,6371.0,6372.0,6364.0,6368.0,450.0,5100.0,2026-02-24
LUPIN     ,2025-12-11,2048.2,2091.0,2048.2,2086.5,724200.0,7593900.0,2025-12-30
LUPIN     ,2025-12-11,2071.8,2102.0,2063.9,2098.3,60350.0,167875.0,2026-01-27
LUPIN     ,2025-12-11,2081.0,2113.5,2081.0,2113.5,3400.0,16575.0,2026-02-24
M&M       ,2025-12-11,3633.9,3677.9,3625.0,3674.0,906000.0,17834200.0,2025-12-30
M&M       ,2025-12-11,3667.3,3701.5,3647.8,3696.4,118400.0,1098800.0,2026-01-27
M&M       ,2025-12-11,3675.0,3718.0,3675.0,3715.5,12800.0,109800.0,2026-02-24
MANAPPURAM,2025-12-11,279.75,284.4,277.65,283.95,5259000.0,40968000.0,2025-12-30
MANAPPURAM,2025-12-11,282.4,286.0,279.5,285.5,348000.0,954000.0,2026-01-27
MANAPPURAM,2025-12-11,281.0,286.4,281.0,286.15,18000.0,126000.0,2026-02-24
MANKIND   ,2025-12-11,2156.7,2187.0,2139.0,2171.9,254250.0,2230425.0,2025-12-30
MANKIND   ,2025-12-11,2155.7,2198.4,2155.7,2185.7,19575.0,103500.0,2026-01-27
MANKIND   ,2025-12-11,2173.8,2210.7,2173.8,2194.5,2700.0,10350.0,2026-02-24
MARICO    ,2025-12-11,728.85,733.9,722.9,728.4,2007600.0,33188400.0,2025-12-30
MARICO    ,2025-12-11,733.0,738.15,726.4,732.85,52800.0,169200.0,2026-01-27
MARICO    ,2025-12-11,730.5,730.5,730.5,730.5,1200.0,20400.0,2026-02-24
MARUTI    ,2025-12-11,16144.0,16328.0,16015.0,16301.0,496200.0,2735450.0,2025-12-30
MARUTI    ,2025-12-11,16165.0,16427.0,16105.0,16403.0,41450.0,118900.0,2026-01-27
MARUTI    ,2025-12-11,16310.0,16514.0,16310.0,16497.0,5600.0,10800.0,2026-02-24
MAXHEALTH ,2025-12-11,1081.7,1093.7,1079.2,1091.1,1310925.0,18039525.0,2025-12-30
MAXHEALTH ,2025-12-11,1088.1,1100.6,1086.5,1097.6,164325.0,616875.0,2026-01-27
MAXHEALTH ,2025-12-11,1097.5,1103.0,1097.0,1103.0,17325.0,127050.0,2026-02-24
MAZDOCK   ,2025-12-11,2470.4,2503.9,2450.0,2478.9,607950.0,4142250.0,2025-12-30
MAZDOCK   ,2025-12-11,2482.0,2519.9,2466.9,2493.0,110200.0,357800.0,2026-01-27
MAZDOCK   ,2025-12-11,2493.2,2532.9,2489.9,2505.1,33400.0,32400.0,2026-02-24
MCX       ,2025-12-11,9900.0,10098.0,9778.0,9995.0,1047125.0,2384125.0,2025-12-30
MCX       ,2025-12-11,9933.0,10154.0,9855.0,10048.0,97875.0,166375.0,2026-01-27
MCX       ,2025-12-11,9968.0,10192.0,9968.0,10104.0,22125.0,44625.0,2026-02-24
MFSL      ,2025-12-11,1705.9,1724.0,1692.5,1712.6,630800.0,7776800.0,2025-12-30
MFSL      ,2025-12-11,1708.3,1730.1,1700.6,1723.4,28400.0,71200.0,2026-01-27
MFSL      ,2025-12-11,1712.4,1738.5,1712.4,1726.8,1200.0,6800.0,2026-02-24
MOTHERSON ,2025-12-11,117.02,120.69,116.67,120.37,39845850.0,180336450.0,2025-12-30
MOTHERSON ,2025-12-11,117.71,121.3,117.47,121.09,3400950.0,4151250.0,2026-01-27
MOTHERSON ,2025-12-11,118.5,122.03,118.5,121.81,836400.0,1654350.0,2026-02-24
MPHASIS   ,2025-12-11,2874.9,2924.0,2857.5,2906.1,506825.0,6049725.0,2025-12-30
MPHASIS   ,2025-12-11,2876.1,2935.0,2876.1,2923.5,16500.0,62975.0,2026-01-27
MPHASIS   ,2025-12-11,2900.5,2932.0,2900.5,2932.0,550.0,6875.0,2026-02-24
MUTHOOTFIN,2025-12-11,3776.7,3799.0,3735.0,3742.2,630575.0,2555850.0,2025-12-30
MUTHOOTFIN,2025-12-11,3799.0,3815.0,3756.0,3762.7,32175.0,145750.0,2026-01-27
MUTHOOTFIN,2025-12-11,3811.3,3822.7,3784.3,3784.3,3575.0,27225.0,2026-02-24
NATIONALUM,2025-12-11,265.15,268.7,264.0,265.7,10080000.0,60330000.0,2025-12-30
NATIONALUM,2025-12-11,267.55,270.4,265.5,267.1,667500.0,3296250.0,2026-01-27
NATIONALUM,2025-12-11,266.2,268.45,264.6,266.4,165000.0,1597500.0,2026-02-24
NAUKRI    ,2025-12-11,1350.0,1361.9,1331.9,1350.3,825000.0,7641375.0,2025-12-30
NAUKRI    ,2025-12-11,1352.4,1368.7,1340.5,1357.1,91125.0,256875.0,2026-01-27
NAUKRI    ,2025-12-11,1355.0,1365.7,1351.0,1363.6,10125.0,16875.0,2026-02-24
NBCC      ,2025-12-11,107.14,109.32,106.72,108.81,9080500.0,78526500.0,2025-12-30
NBCC      ,2025-12-11,107.47,110.0,107.47,109.48,1196000.0,3230500.0,2026-01-27
NBCC      ,2025-12-11,108.0,110.42,108.0,110.1,91000.0,409500.0,2026-02-24
NCC       ,2025-12-11,160.03,163.2,159.44,161.83,3040200.0,22118400.0,2025-12-30
NESTLEIND ,2025-12-11,1219.0,1226.2,1210.9,1219.6,871000.0,15969000.0,2025-12-30
NESTLEIND ,2025-12-11,1223.3,1233.7,1218.3,1227.2,144000.0,597500.0,2026-01-27
NESTLEIND ,2025-12-11,1223.0,1235.8,1223.0,1228.7,9500.0,65000.0,2026-02-24
NHPC      ,2025-12-11,77.32,77.33,75.82,77.02,9433600.0,66169600.0,2025-12-30
NHPC      ,2025-12-11,77.6,77.6,76.5,77.52,1139200.0,4268800.0,2026-01-27
NHPC      ,2025-12-11,76.4,77.29,76.28,77.29,147200.0,1254400.0,2026-02-24
NMDC      ,2025-12-11,74.72,75.77,74.7,75.62,12818250.0,314691750.0,2025-12-30
NMDC      ,2025-12-11,75.04,76.0,74.98,75.82,1363500.0,8599500.0,2026-01-27
NMDC      ,2025-12-11,75.34,76.29,75.34,76.13,135000.0,729000.0,2026-02-24
NTPC      ,2025-12-11,323.0,324.75,320.35,323.95,5295000.0,86205000.0,2025-12-30
NTPC      ,2025-12-11,323.4,327.0,322.5,325.9,1317000.0,5842500.0,2026-01-27
NTPC      ,2025-12-11,326.5,327.25,322.55,325.45,76500.0,507000.0,2026-02-24
NUVAMA    ,2025-12-11,7040.0,7343.5,7040.0,7276.0,168375.0,327975.0,2025-12-30
NUVAMA    ,2025-12-11,7174.5,7370.5,7174.5,7302.0,8400.0,5300.0,2026-01-27
NUVAMA    ,2025-12-11,7272.0,7272.0,7272.0,7272.0,100.0,1600.0,2026-02-24
NYKAA     ,2025-12-11,248.35,251.7,245.1,250.15,4756250.0,55353125.0,2025-12-30
NYKAA     ,2025-12-11,250.65,250.65,244.85,249.55,231250.0,1365625.0,2026-01-27
NYKAA     ,2025-12-11,249.9,249.9,245.0,249.0,25000.0,106250.0,2026-02-24
OBEROIRLTY,2025-12-11,1618.4,1650.1,1610.0,1635.9,836850.0,4380600.0,2025-12-30
OBEROIRLTY,2025-12-11,1608.2,1642.0,1606.0,1631.2,54250.0,169400.0,2026-01-27
OBEROIRLTY,2025-12-11,1625.0,1625.0,1625.0,1625.0,350.0,11200.0,2026-02-24
OFSS      ,2025-12-11,7652.0,8072.5,7510.0,8043.5,515325.0,1322025.0,2025-12-30
OFSS      ,2025-12-11,7712.0,8106.0,7611.5,8079.0,35175.0,51450.0,2026-01-27
OFSS      ,2025-12-11,7800.0,8135.0,7800.0,8119.0,4425.0,4575.0,2026-02-24
OIL       ,2025-12-11,399.3,409.7,398.85,405.55,1772400.0,10656800.0,2025-12-30
OIL       ,2025-12-11,402.45,411.05,402.45,407.9,333200.0,385000.0,2026-01-27
OIL       ,2025-12-11,400.5,409.2,400.5,406.45,30800.0,116200.0,2026-02-24
ONGC      ,2025-12-11,240.21,241.85,239.0,239.45,5184000.0,92738250.0,2025-12-30
ONGC      ,2025-12-11,241.57,243.18,240.54,240.91,1651500.0,3865500.0,2026-01-27
ONGC      ,2025-12-11,241.16,243.0,240.38,240.67,87750.0,614250.0,2026-02-24
PAGEIND   ,2025-12-11,36810.0,37280.0,36700.0,37205.0,10380.0,244755.0,2025-12-30
PAGEIND   ,2025-12-11,36745.0,37270.0,36720.0,37150.0,705.0,10140.0,2026-01-27
PAGEIND   ,2025-12-11,36645.0,37070.0,36645.0,37055.0,75.0,1815.0,2026-02-24
PATANJALI ,2025-12-11,529.4,539.45,527.85,535.2,7209900.0,33632100.0,2025-12-30
PATANJALI ,2025-12-11,532.35,541.3,531.35,538.65,208800.0,396000.0,2026-01-27
PATANJALI ,2025-12-11,540.5,544.0,539.0,539.0,8100.0,37800.0,2026-02-24
PAYTM     ,2025-12-11,1272.1,1293.0,1255.2,1283.4,3427800.0,17785700.0,2025-12-30
PAYTM     ,2025-12-11,1278.4,1300.5,1264.5,1291.2,204450.0,374100.0,2026-01-27
PAYTM     ,2025-12-11,1281.0,1307.0,1281.0,1298.1,38425.0,87000.0,2026-02-24
PERSISTENT,2025-12-11,6052.0,6243.0,6043.5,6223.5,787200.0,2166700.0,2025-12-30
PERSISTENT,2025-12-11,6118.5,6271.5,6078.0,6248.5,25900.0,41400.0,2026-01-27
PERSISTENT,2025-12-11,6145.0,6293.5,6145.0,6273.5,2800.0,9400.0,2026-02-24
PETRONET  ,2025-12-11,271.0,273.05,268.5,272.0,1764000.0,43401600.0,2025-12-30
PETRONET  ,2025-12-11,272.4,274.65,270.1,273.6,190000.0,2760700.0,2026-01-27
PETRONET  ,2025-12-11,274.0,275.65,274.0,275.65,3800.0,193800.0,2026-02-24
PFC       ,2025-12-11,346.95,346.95,341.9,344.1,5401500.0,75595000.0,2025-12-30
PFC       ,2025-12-11,346.75,347.7,344.1,346.1,730600.0,6019000.0,2026-01-27
PFC       ,2025-12-11,351.0,351.0,345.05,347.2,150800.0,1038700.0,2026-02-24
PGEL      ,2025-12-11,540.6,555.0,540.6,548.85,2242100.0,10213700.0,2025-12-30
PGEL      ,2025-12-11,550.6,557.5,544.9,551.6,131100.0,411350.0,2026-01-27
PGEL      ,2025-12-11,556.0,559.3,556.0,557.0,21850.0,59850.0,2026-02-24
PHOENIXLTD,2025-12-11,1729.0,1760.1,1728.7,1747.3,326550.0,3423350.0,2025-12-30
PHOENIXLTD,2025-12-11,1747.7,1767.3,1747.7,1757.0,7700.0,29750.0,2026-01-27
PHOENIXLTD,2025-12-11,1766.5,1766.5,1766.5,1766.5,350.0,1750.0,2026-02-24
PIDILITIND,2025-12-11,1468.5,1480.4,1461.8,1471.9,483500.0,6785500.0,2025-12-30
PIDILITIND,2025-12-11,1475.4,1487.3,1473.3,1480.9,40500.0,171000.0,2026-01-27
PIDILITIND,2025-12-11,1484.1,1492.6,1484.1,1492.6,2000.0,16500.0,2026-02-24
PIIND     ,2025-12-11,3364.5,3397.3,3341.2,3384.8,169400.0,2270100.0,2025-12-30
PIIND     ,2025-12-11,3370.6,3408.5,3353.0,3392.9,27300.0,99575.0,2026-01-27
PNB       ,2025-12-11,117.6,118.73,116.7,118.07,30408000.0,207104000.0,2025-12-30
PNB       ,2025-12-11,118.32,119.41,117.5,118.79,4688000.0,20296000.0,2026-01-27
PNB       ,2025-12-11,119.54,120.0,118.12,119.27,736000.0,3944000.0,2026-02-24
PNBHOUSING,2025-12-11,867.0,911.35,867.0,905.15,2739100.0,15502500.0,2025-12-30
PNBHOUSING,2025-12-11,888.1,916.05,888.1,910.3,107250.0,265850.0,2026-01-27
PNBHOUSING,2025-12-11,908.9,919.0,908.65,908.65,3900.0,18200.0,2026-02-24
POLICYBZR ,2025-12-11,1919.3,1956.0,1909.0,1952.4,772800.0,6249950.0,2025-12-30
POLICYBZR ,2025-12-11,1935.3,1963.1,1917.0,1958.1,48650.0,323750.0,2026-01-27
POLICYBZR ,2025-12-11,1941.5,1969.5,1941.5,1968.0,2100.0,7350.0,2026-02-24
POLYCAB   ,2025-12-11,7162.5,7333.0,7162.5,7255.0,468250.0,1866250.0,2025-12-30
POLYCAB   ,2025-12-11,7215.0,7376.0,7215.0,7297.0,44500.0,80000.0,2026-01-27
POLYCAB   ,2025-12-11,7350.0,7420.0,7314.5,7335.0,5375.0,10625.0,2026-02-24
POWERGRID ,2025-12-11,266.0,267.5,263.8,266.1,5232600.0,69414600.0,2025-12-30
POWERGRID ,2025-12-11,267.15,269.0,265.2,267.6,1784100.0,6108500.0,2026-01-27
POWERGRID ,2025-12-11,269.05,269.05,264.3,266.55,127300.0,655500.0,2026-02-24
POWERINDIA,2025-12-11,18925.0,19370.0,18840.0,19325.0,110100.0,253750.0,2025-12-30
POWERINDIA,2025-12-11,19100.0,19400.0,18915.0,19380.0,5050.0,13700.0,2026-01-27
POWERINDIA,2025-12-11,19370.0,19370.0,19230.0,19230.0,150.0,1150.0,2026-02-24
PPLPHARMA ,2025-12-11,171.12,174.5,170.38,172.68,6240000.0,22577500.0,2025-12-30
PPLPHARMA ,2025-12-11,170.2,174.81,170.2,173.43,585375.0,1995000.0,2026-01-27
PPLPHARMA ,2025-12-11,171.82,175.0,171.73,174.63,23625.0,115500.0,2026-02-24
PRESTIGE  ,2025-12-11,1629.5,1669.0,1622.1,1659.7,901350.0,4041450.0,2025-12-30
PRESTIGE  ,2025-12-11,1635.2,1675.1,1635.0,1667.2,18900.0,35550.0,2026-01-27
PRESTIGE  ,2025-12-11,1671.1,1685.0,1671.1,1685.0,900.0,8550.0,2026-02-24
RBLBANK   ,2025-12-11,302.8,313.9,302.25,312.0,10204450.0,71767700.0,2025-12-30
RBLBANK   ,2025-12-11,304.2,315.7,304.2,313.95,565150.0,1530350.0,2026-01-27
RBLBANK   ,2025-12-11,315.0,316.45,313.5,316.05,31750.0,101600.0,2026-02-24
RECLTD    ,2025-12-11,345.55,346.35,341.9,345.7,3677100.0,92938575.0,2025-12-30
RECLTD    ,2025-12-11,345.65,348.1,343.9,347.6,631400.0,6486200.0,2026-01-27
RECLTD    ,2025-12-11,347.7,347.7,343.7,347.1,133000.0,1185800.0,2026-02-24
RELIANCE  ,2025-12-11,1543.0,1554.3,1528.5,1549.1,6941000.0,94398000.0,2025-12-30
RELIANCE  ,2025-12-11,1549.3,1564.4,1538.0,1558.8,2012000.0,8062000.0,2026-01-27
RELIANCE  ,2025-12-11,1558.4,1571.2,1547.3,1567.8,77000.0,909000.0,2026-02-24
RVNL      ,2025-12-11,303.4,311.7,302.8,310.0,3669875.0,39300250.0,2025-12-30
RVNL      ,2025-12-11,299.05,306.0,298.0,304.75,1030900.0,6362300.0,2026-01-27
RVNL      ,2025-12-11,294.15,301.05,293.35,299.35,187575.0,821975.0,2026-02-24
SAIL      ,2025-12-11,129.0,130.65,128.82,129.95,12248200.0,162065400.0,2025-12-30
SAIL      ,2025-12-11,130.0,131.5,129.52,130.69,968200.0,9757200.0,2026-01-27
SAIL      ,2025-12-11,130.36,131.99,130.36,131.47,159800.0,1348900.0,2026-02-24
SAMMAANCAP,2025-12-11,143.49,146.02,143.49,144.65,3620600.0,97317600.0,2025-12-30
SAMMAANCAP,2025-12-11,146.26,146.26,144.97,145.07,60200.0,3315300.0,2026-01-27
SBICARD   ,2025-12-11,868.25,886.15,864.55,874.5,2232800.0,14887200.0,2025-12-30
SBICARD   ,2025-12-11,868.1,885.0,867.75,873.9,141600.0,795200.0,2026-01-27
SBICARD   ,2025-12-11,872.0,885.55,872.0,875.0,12800.0,48000.0,2026-02-24
SBILIFE   ,2025-12-11,2020.7,2026.4,2004.3,2014.7,892875.0,7506750.0,2025-12-30
SBILIFE   ,2025-12-11,2034.2,2038.9,2017.2,2027.3,99000.0,237750.0,2026-01-27
SBILIFE   ,2025-12-11,2041.8,2047.4,2032.2,2037.6,21375.0,57375.0,2026-02-24
SBIN      ,2025-12-11,964.0,969.2,960.4,965.3,8844750.0,68575500.0,2025-12-30
SBIN      ,2025-12-11,966.85,975.0,966.3,971.15,1792500.0,8337750.0,2026-01-27
SBIN      ,2025-12-11,972.5,980.2,971.6,976.8,74250.0,783750.0,2026-02-24
SHREECEM  ,2025-12-11,25890.0,26490.0,25875.0,26225.0,36500.0,273225.0,2025-12-30
SHREECEM  ,2025-12-11,25965.0,26535.0,25895.0,26275.0,4250.0,23625.0,2026-01-27
SHREECEM  ,2025-12-11,26115.0,26465.0,26115.0,26465.0,300.0,1350.0,2026-02-24
SHRIRAMFIN,2025-12-11,841.75,853.6,839.0,850.65,4403850.0,62176125.0,2025-12-30
SHRIRAMFIN,2025-12-11,849.5,858.5,843.5,855.4,338250.0,1630200.0,2026-01-27
SHRIRAMFIN,2025-12-11,848.2,860.35,847.95,858.1,34650.0,207075.0,2026-02-24
SIEMENS   ,2025-12-11,3192.0,3211.0,3170.5,3203.4,307500.0,2523875.0,2025-12-30
SIEMENS   ,2025-12-11,3198.7,3225.6,3190.0,3218.7,22925.0,120750.0,2026-01-27
SIEMENS   ,2025-12-11,3219.5,3227.1,3219.5,3227.1,350.0,11550.0,2026-02-24
SOLARINDS ,2025-12-11,12438.0,12575.0,12438.0,12498.0,84375.0,872925.0,2025-12-30
SOLARINDS ,2025-12-11,12519.0,12663.0,12519.0,12592.0,5150.0,51200.0,2026-01-27
SOLARINDS ,2025-12-11,12600.0,12700.0,12600.0,12650.0,1150.0,8850.0,2026-02-24
SONACOMS  ,2025-12-11,475.0,495.35,469.35,485.65,3240300.0,13535550.0,2025-12-30
SONACOMS  ,2025-12-11,477.0,497.95,475.0,488.7,429975.0,463050.0,2026-01-27
SONACOMS  ,2025-12-11,478.5,497.3,478.45,490.9,28175.0,66150.0,2026-02-24
SRF       ,2025-12-11,2959.9,2964.7,2930.2,2954.0,584400.0,4002600.0,2025-12-30
SRF       ,2025-12-11,2966.2,2980.0,2954.5,2972.2,23600.0,172000.0,2026-01-27
SRF       ,2025-12-11,2984.0,2988.0,2975.0,2987.8,3600.0,14800.0,2026-02-24
SUNPHARMA ,2025-12-11,1782.2,1813.9,1782.2,1811.1,1082200.0,14279300.0,2025-12-30
SUNPHARMA ,2025-12-11,1798.1,1824.0,1796.5,1821.7,182350.0,787500.0,2026-01-27
SUNPHARMA ,2025-12-11,1801.5,1823.4,1800.9,1821.6,9100.0,56000.0,2026-02-24
SUPREMEIND,2025-12-11,3275.5,3300.4,3190.2,3240.8,653275.0,2032275.0,2025-12-30
SUPREMEIND,2025-12-11,3306.9,3306.9,3209.5,3260.6,47075.0,104650.0,2026-01-27
